Frequency,Speech Rate,Pitch Variability,ZCR,RMS Energy,Temporal Centroid,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Spectral Flatness,MFCCs,Chroma Vector,HNR,Tonal Centroid,Outcome
2163.23,2636,660.04,0.117,0.129,0.772,1966.93,1529.88,26,0.0007,-18.24,0.3171,-21.756,0.0001,1
3289.64,5902,584.08,0.263,0.1478,0.974,3057.84,1705.93,25.63,0.0009,-20.44,0.3241,-22.34,0.0019,1
1181.49,1526.5,636.69,0.068,0.1563,1.048,1275.4,1292.34,25.15,0.0001,-9.36,0.3927,-18.776,0.0063,1
1472.26,1446,443.27,0.064,0.2503,0.755,1453.17,1668.59,27.03,0.0004,-5.51,0.3027,-17.514,0.0327,1
2728.25,3445.5,1492.55,0.154,0.0698,0.516,2562.96,1703.59,23.94,0.0005,-10.97,0.4281,-19.708,0.0043,1
1527.94,1557,443.06,0.069,0.1333,0.76,1514.8,1479.1,24.72,0.0004,-22.63,0.3394,-21.1,-0.0162,1
1344.5,1419,820.89,0.063,0.1925,0.691,1361.93,1329.91,24.26,0.0002,-1.94,0.3466,-14.236,-0.0017,1
1660.44,890,1151.35,0.04,0.1339,1.142,1173.78,1263.67,23.21,0,-6.71,0.5414,-17.066,0.0206,1
1976.9,2638,377.39,0.117,0.1398,0.756,2038.72,1734.66,26.5,0.0004,-20.74,0.2728,-21.841,0.0107,1
2453.27,2616.5,542.32,0.115,0.1718,0.971,2101.63,1539.5,26.95,0.0003,-20.24,0.2714,-25.059,-0.0011,1
2128.76,2973.5,384.99,0.133,0.1491,0.647,2033.19,1676.13,25.65,0.0005,-22.72,0.3396,-21.447,-0.0106,1
1576,2180.5,1021.29,0.097,0.1537,0.645,1697.72,1541.74,24.01,0.0003,-5.62,0.3864,-17.557,-0.0006,1
2141.05,3155.5,260.88,0.141,0.1513,0.745,2002.37,1429.16,27.1,0.0002,-19.95,0.3167,-20.371,0.0216,1
891.75,269,169.81,0.012,0.1995,0.981,765.15,1115.91,23.38,0,-5.62,0.5528,-19.361,0.0255,1
1386.15,1664,1005.93,0.074,0.1198,0.654,1515.63,1362.17,22.94,0.0002,-6.29,0.4382,-17.165,-0.0131,1
1362.27,2047,317.8,0.091,0.1435,0.87,1552.42,1457.8,25.96,0.0003,-21.6,0.344,-20.747,-0.001,1
1736.01,2959.5,965.06,0.132,0.1024,0.714,2007.67,1514.42,24.43,0.0004,-14.92,0.4064,-20.416,0.0009,1
1374.83,1770,767.94,0.079,0.1226,0.469,1338.74,1293.61,24.79,0.0001,-9.99,0.392,-18.647,0.0179,1
1323.48,301,110.79,0.013,0.1666,1.09,981.33,1560.49,24.1,0.0001,4.94,0.4865,-7.293,0.1868,1
2276.58,2814.5,1255.96,0.124,0.1658,0.647,2190.8,1776.05,24.62,0.0018,-5.18,0.4185,-15.888,0.0126,1
667.09,449,125.13,0.02,0.1376,0.694,667.61,1019.94,20.97,0,0.26,0.3811,-11.125,-0.0432,1
1348.89,778,745.42,0.035,0.1543,1.328,911.89,1111,24.18,0.0001,-15.3,0.5549,-20.67,-0.0098,1
3640.22,4995.5,591.26,0.224,0.1301,0.848,2989.13,1756.07,26.01,0.0002,-20.81,0.289,-21.325,-0.0115,1
2515.43,3557.5,861.46,0.159,0.1366,0.685,2316.1,1544.19,27.56,0.0002,-21.22,0.2933,-20.803,0.0228,1
1808.98,1976.5,559.23,0.089,0.1926,1.073,1656.85,1555.6,25.89,0.0001,-9.74,0.3265,-18.336,-0.0075,1
1596.03,2443.5,906.88,0.109,0.1343,0.77,1677.08,1228.51,27.78,0.0002,-20.53,0.3519,-18.775,-0.0061,1
1370.7,2075.5,952.67,0.092,0.12,0.65,1518.87,1334.9,22.2,0.0002,-3.6,0.4238,-16.339,-0.0002,1
1609.65,2195,255.27,0.098,0.1121,0.951,1565.67,1316.2,25.45,0.0001,-11.91,0.3401,-19.275,-0.0323,1
1628.3,2779.5,737.81,0.124,0.1462,0.76,1618.64,1345.99,26.35,0.0003,-14.34,0.3009,-16.851,-0.015,1
1638.67,2913.5,643.45,0.13,0.0858,0.657,1985.95,1544.73,24.3,0.0012,-18.58,0.3691,-23.376,-0.0088,1
1577.84,2415.5,788.5,0.107,0.1428,0.647,1592.75,1350.36,24.99,0.0061,-17.61,0.3292,-24.489,0.0307,1
3474.35,4083,985.33,0.183,0.1557,0.966,2554.87,1599.08,26.52,0.0004,-21.95,0.2437,-23.474,-0.01,1
1359.1,2174.5,1326.27,0.096,0.1766,0.696,1683.78,1494.9,22.3,0.001,-3.72,0.458,-14.914,0.0036,1
1352.45,1769,177.94,0.078,0.2253,1.075,1395.04,1296.39,27.12,0.0002,-10.8,0.2639,-21.232,0.015,1
2541.87,3770,607.82,0.169,0.1093,0.506,2259.74,1594.48,25.71,0.0002,-22.03,0.3459,-20.323,-0.0205,1
1984.61,2130,154.89,0.095,0.172,0.797,1793.87,1481.19,27.98,0.0002,-19.34,0.2393,-19.742,-0.0106,1
2423.94,2902.5,237.76,0.13,0.1561,0.953,2034.07,1495.61,26.49,0.0002,-20.48,0.2879,-21.141,0.0062,1
2241.19,2887,144.9,0.127,0.1165,1.038,2027.59,1532.06,26.81,0.0003,-23.61,0.2779,-18.903,-0.0083,1
2259.22,2883.5,156.83,0.129,0.1274,0.802,1923.79,1501.81,27.38,0.0002,-21.5,0.2764,-19.966,0.0068,1
3423.25,4075,143.22,0.182,0.1521,0.806,2621.32,1766.77,27.11,0.0002,-22.27,0.2433,-22.503,0.0178,1
1524.92,2152.5,739.62,0.096,0.2193,0.75,1662.59,1563.9,26.45,0.0002,-6.04,0.3255,-16.94,0.048,1
1671.82,1750.5,1009.69,0.078,0.0973,1.069,1606.36,1397.9,22.61,0.0001,-2.43,0.4562,-17.796,0.0017,1
2490.52,3016.5,607.78,0.132,0.136,0.696,2140.12,1535.43,28.2,0.0004,-20.95,0.264,-20.783,0.0073,1
1933.7,2422.5,189.16,0.107,0.132,0.641,1957.12,1589.84,28.42,0.0009,-22.9,0.2446,-21.461,0.0136,1
1507.56,1642.5,360.14,0.074,0.1296,0.898,1447.38,1319.24,26.4,0.0001,-21.34,0.2846,-19.973,-0.0139,1
2979.24,4153.5,725.3,0.185,0.1694,0.998,2656.72,1724.26,25.52,0.0034,-21.06,0.334,-23.182,-0.0096,1
1403.89,1576.5,366.41,0.07,0.1671,0.57,1406.34,1382.8,27.53,0.0004,-23.28,0.2758,-18.009,-0.0017,1
1118.12,1330.5,211.25,0.06,0.2945,0.971,1179.38,1247.55,27.72,0.0001,-7.93,0.2555,-27.251,-0.007,1
2660.3,3161.5,254.01,0.141,0.1143,0.697,2121.11,1507.7,25.84,0.0006,-22.97,0.3326,-20.637,-0.0145,1
2230.58,3341.5,1138.72,0.148,0.115,0.816,2245.62,1385.81,27.43,0.0002,-8.84,0.356,-23.118,-0.008,1
3082.66,4334.5,1382.64,0.193,0.1285,0.749,2775.47,1610.85,24.07,0.0037,-16.46,0.4578,-21.438,-0.0075,1
2739.19,3987.5,274.5,0.179,0.0848,1.075,2476.09,1620.19,24.95,0.0004,-27.69,0.3019,-20.853,0.0115,1
3293.87,4845.5,968.72,0.216,0.143,0.937,2901.58,1557.71,26.52,0.001,-19.77,0.3066,-21.114,-0.0029,1
1831.98,2714,533.35,0.122,0.1713,0.857,1933.45,1725.62,24.97,0.0002,-8.93,0.3616,-20.857,-0.0135,1
2422.8,3909.5,412.37,0.175,0.1488,0.881,2390.95,1670.12,27.58,0.0002,-19.53,0.2814,-22.803,-0.0271,1
1140.56,1041.5,184.1,0.047,0.1892,0.839,1158.45,1389.01,22.78,0.0001,-3.7,0.3805,-16.329,-0.0014,1
3282.05,3710,1087.21,0.165,0.0556,1.041,2484.69,1736.47,22.33,0.0015,-17.39,0.5241,-20.406,0.0039,1
3057.3,3939,1070.9,0.176,0.1287,0.781,2476.4,1580.66,26.36,0.0001,-20.37,0.3127,-22.105,-0.0002,1
1723.21,2388,658.02,0.106,0.1424,0.931,1775.24,1480.25,24.18,0.0003,-6.06,0.3387,-16.764,-0.0124,1
808.14,31,147.75,0.001,0.2668,1.016,791.72,1518.69,22.85,0,-2.32,0.6719,-17.172,0.0337,1
1127.33,1537.5,1032.47,0.069,0.1118,0.655,1304.65,1385.07,24.02,0.0003,-8.81,0.3888,-11.448,-0.0105,1
2088.52,2394,404.32,0.106,0.1024,0.896,2092.07,1804.7,25.37,0.0009,-20.46,0.2854,-24.447,-0.0059,1
3103.47,4036.5,891.05,0.179,0.1704,0.929,2615.13,1672.95,28.1,0.0001,-19.8,0.2678,-20.15,0.0017,1
1240.37,1420,214.63,0.063,0.1859,0.853,1381.53,1519.61,26.12,0.0003,-11.6,0.3144,-27.037,-0.0247,1
1174.7,1920,706.9,0.086,0.1961,1.029,1435.46,1471.53,22.75,0.0003,0.59,0.4642,-14.455,-0.0098,1
2361.38,3087,1047.34,0.136,0.1441,0.792,2049.98,1484.62,25.1,0.0006,-20.42,0.3535,-21.044,-0.0118,1
2600.98,3284.5,1000.14,0.147,0.1465,0.76,2278.69,1450.12,26.84,0.0003,-21.64,0.2968,-22.888,0.0109,1
1544.65,617,716.03,0.028,0.1181,1.374,1304.08,1684.38,20.74,0.0001,-5.75,0.6359,-14.389,-0.0082,1
1446.44,1761,705.51,0.078,0.1553,0.986,1553.43,1401.66,25,0.0004,-5.32,0.3842,-16.88,0.0049,1
1706.19,1817,562.78,0.081,0.1296,0.68,1551.81,1493.8,24.67,0.0003,-20.09,0.3487,-22.915,-0.0217,1
1657.45,2550.5,1026.93,0.114,0.1292,0.731,1750.51,1319.19,26,0.0001,-19.54,0.3076,-19.163,-0.0179,1
1267.37,1308,77.16,0.058,0.2903,1.518,1295.43,1472.74,22.13,0.0003,2.03,0.2896,-16.924,-0.0021,1
1197.56,1536,76.7,0.069,0.156,0.902,1296.89,1429.67,25.21,0.0001,-4.29,0.3188,-13.37,-0.0017,1
2145.93,2851,456.61,0.128,0.0792,0.998,1997.77,1538.93,25.89,0.0003,-22.91,0.2888,-21.562,-0.0023,1
3033.54,3113.5,410.53,0.139,0.1551,0.743,2217.95,1655.49,27.15,0.0001,-18.58,0.2739,-22.323,0.0182,1
2288.76,2882,902.46,0.128,0.1558,0.885,1891.73,1312.01,27.03,0.0005,-18.11,0.31,-18.992,-0.0165,1
829.28,45,137.45,0.002,0.384,1.034,758.93,1381.64,23.5,0.0001,-3.69,0.585,-18.501,-0.0056,1
1156.32,1141,19.73,0.051,0.2346,0.801,1174.73,1362.57,28.88,0,-12.6,0.2219,-28.379,0.0119,1
1510.19,2184.5,343.9,0.098,0.1615,0.814,1659.21,1398.63,25.49,0.0003,-15.63,0.2873,-20.493,-0.0157,1
2316.08,2602.5,794.55,0.115,0.1482,0.634,2011.4,1584.84,26.86,0.0002,-17.35,0.2592,-20.217,-0.0104,1
977.13,458,144.21,0.021,0.1517,1.194,897.8,1391.83,23.65,0.0001,-2.29,0.454,-15.943,-0.0252,1
2423.91,3403.5,230.1,0.152,0.1069,0.795,2297.03,1693,26.75,0.0002,-20.38,0.2978,-22.242,-0.0094,1
1687.7,2365.5,761.88,0.106,0.1253,0.888,1762.1,1526.89,25.17,0.0003,-15.99,0.2928,-20.516,-0.0306,1
2926.94,4363.5,865.34,0.195,0.105,0.922,2736.15,1834.65,26.26,0.0004,-23.38,0.3241,-22.839,0.0085,1
1741.95,895,580.53,0.04,0.1309,0.95,1665.82,1516.23,26.42,0,-7.08,0.4554,-22.36,-0.0208,1
1297.78,1380,278.53,0.062,0.224,0.736,1319.88,1395.08,25.21,0.0001,-1.57,0.352,-12.072,0.0071,1
2222.14,3701,317.27,0.166,0.1227,0.914,2286.89,1710.51,24.57,0.0012,-26.9,0.3876,-20.708,-0.0011,1
2498.87,4354.5,986.43,0.195,0.0917,0.636,2590.9,1653.41,25.49,0.0006,-25.35,0.3811,-22.009,0.0162,1
1922.16,2517.5,844.38,0.112,0.1453,0.9,1821.92,1465.5,27.5,0.0001,-13.3,0.3551,-18.01,-0.0272,1
2223.65,3059.5,254.9,0.135,0.0947,1.039,2190.95,1687.35,25.42,0.0012,-24.72,0.3476,-21.582,0.0075,1
2952.14,3610,732.83,0.161,0.1314,0.646,2603.95,1716.78,27.2,0.0011,-25.08,0.2859,-24.186,-0.0071,1
1399.88,1289,629.51,0.058,0.1449,1.078,1323.99,1473.21,24.89,0.0001,-0.76,0.3431,-14.525,-0.0428,1
1750.07,2081,1307.07,0.093,0.1401,0.799,1687.7,1369.57,24,0.0002,-4.9,0.3477,-18.973,-0.0121,1
1896.06,2460,642.61,0.11,0.1609,0.767,1848.05,1489.39,27.46,0.0002,-17.91,0.3049,-19.159,0.0165,1
1888.58,2612.5,691.53,0.117,0.1689,0.828,1879.95,1413.07,27.69,0.0002,-19.06,0.2675,-20.144,-0.006,1
1726.12,2014.5,727.13,0.09,0.1825,0.99,1847.77,1893.52,26.93,0.0002,-5.68,0.2911,-17.454,0.0504,1
1522.46,1875,1090.23,0.084,0.1904,1.018,1413.21,1435.75,22.8,0.0001,-5.23,0.4761,-12.429,-0.0207,1
2648.33,2391,588.19,0.107,0.3556,0.835,2326.46,1868.42,25.66,0.0006,-2.7,0.3039,-22.892,0.0075,1
2157.3,3282.5,847.75,0.146,0.1287,0.82,2253.14,1662.32,26.12,0.0008,-21.25,0.3464,-19.73,0.0404,1
1961.06,3005,227.53,0.134,0.0954,0.553,1928,1584.58,25.97,0.0004,-25.21,0.318,-19.645,0.0023,1
1502.11,1841.5,1227.31,0.082,0.113,0.641,1607.03,1464.2,23.46,0.0005,-4.53,0.4045,-16.951,0.0233,1
2670.64,3862,739.2,0.171,0.1581,0.795,2277.41,1512.36,26.08,0.0003,-19.9,0.3221,-20.915,-0.0025,1
1372.84,1676.5,361.19,0.074,0.134,0.817,1531.75,1442.46,26.28,0.0005,-21.72,0.3129,-19.423,-0.0049,1
821.11,72,89.5,0.003,0.1049,1.313,766.67,1594.07,22.25,0.0001,-9.33,0.6799,-10.828,0.0679,1
3034.54,4336,997.61,0.193,0.1554,0.814,2622.82,1602.63,25.83,0.0007,-18.47,0.3395,-22.41,0.0071,1
2130.85,2409,1242.12,0.107,0.1806,0.762,1992.08,1644.9,24.54,0.0012,-2.71,0.402,-17.165,-0.0064,1
1457.17,2271,591.05,0.101,0.1174,0.646,1562.9,1009.16,23.57,0.0002,-22.16,0.4006,-24.754,-0.0053,1
2642.41,4312.5,1003.5,0.192,0.0807,0.73,2643.51,1506.35,25.09,0.0007,-12.89,0.4738,-25.89,-0.0047,1
2160.53,4414,837.21,0.196,0.2371,0.848,2412.69,1554.06,26.82,0.0007,-11.63,0.2686,-28.045,-0.0089,1
1786.67,1526,706.35,0.067,0.2014,0.684,1628.39,1714.58,25.78,0.003,-4.4,0.3156,-15.738,0.0208,1
2050.28,2986.5,826.23,0.132,0.2451,0.707,2049.01,1590.7,26.52,0.0009,-8.68,0.3362,-25.806,-0.0611,1
1155.36,760.5,339.9,0.034,0.1649,1.339,959.22,1223.83,23.3,0,-4.72,0.5478,-13.812,-0.0002,1
2588.73,2612,400.93,0.117,0.1448,0.937,2116.72,1716.13,25.8,0.0002,-19.99,0.2735,-20.297,-0.0162,1
1839.92,2293,1250.39,0.101,0.2765,0.713,1739.42,1430.07,26.38,0.0012,-8.97,0.2982,-27.466,-0.0024,1
1470.91,2116.5,973.6,0.095,0.1855,0.81,1457.31,1192.06,23.98,0.0001,-2.16,0.3076,-18.454,0.0109,1
1775.05,2019.5,337.68,0.09,0.0913,0.781,1671.76,1337.22,26.34,0.0001,-8.3,0.3884,-20.1,0.0112,1
2261.56,2585.5,186.48,0.115,0.121,0.906,1869.39,1440.19,27.03,0.0002,-21.46,0.3052,-21.635,-0.0046,1
2594.6,2608.5,618.19,0.117,0.1314,1.035,2010.63,1719.15,25.23,0.0005,-24.93,0.3384,-19.76,-0.0053,1
1270.17,735,89.9,0.033,0.243,0.854,1231.03,1635.15,26.46,0.0001,-2.63,0.2663,-10.341,0.038,1
1140.11,716,355.22,0.032,0.1996,1.165,1171.75,1502.08,26.23,0.0001,-0.18,0.4063,-13.012,-0.0671,1
1250.3,430,302.75,0.019,0.1154,1.344,1241.29,1670.32,22.95,0.0001,-4.87,0.5633,-16.876,-0.0076,1
2100.36,2579.5,763.47,0.115,0.1033,0.909,1780.84,1383.34,26.7,0.0003,-24.19,0.2949,-21.717,-0.0236,1
1746.61,2334.5,409.77,0.104,0.1549,0.619,1818.46,1513.96,27.34,0.0002,-24.03,0.2541,-22.743,-0.0231,1
2035.1,3270.5,1020.49,0.146,0.1439,0.899,2166.83,1539.77,26.47,0.0017,-20.05,0.3656,-21.688,-0.0103,1
1487.77,1925.5,260.95,0.086,0.1063,0.841,1572.25,1421.07,24.69,0.0004,-14.32,0.3673,-20.412,0.0164,1
1025.12,900.5,377.53,0.04,0.205,0.902,1129.73,1491.83,23.84,0.0002,3.22,0.4034,-10.12,-0.0011,1
1301.89,1389.5,648.62,0.062,0.2381,0.875,1475.14,1594.01,25.27,0.0002,-4.87,0.3523,-18.952,-0.0008,1
1707.72,2552,889.81,0.113,0.1688,0.725,1745.23,1411.5,24.09,0.0005,-4.34,0.3481,-15.812,0.0051,1
1794.67,1944.5,503.18,0.087,0.1243,1.097,1822.99,1617.19,27.95,0.0003,-18.28,0.299,-18.981,-0.0146,1
1941.99,1590,1019.05,0.071,0.2338,0.945,1707.91,1665.18,25.01,0.0002,-7.21,0.3448,-17.396,-0.0033,1
1124.92,986.5,156.8,0.044,0.1906,0.832,1107.9,1177.05,25.72,0.0002,-4.15,0.3528,-18.493,-0.0105,1
1889.99,2610.5,642.26,0.115,0.1067,0.862,1869.96,1591.68,25.99,0.001,-21.22,0.3472,-18.942,-0.0019,1
2805.17,2665,1274.69,0.118,0.162,0.845,2391.64,2067.27,25.01,0.0014,-0.13,0.3467,-16.119,0.0088,1
1785.18,3181,520.83,0.142,0.1283,0.65,2064.23,1679.67,23.34,0.0005,-13.51,0.418,-19.439,-0.0118,1
1785.7,452,711.8,0.02,0.1315,1.107,1262.28,1563.53,26.11,0.0001,-14.66,0.56,-29.626,-0.0012,1
1066.36,1603,316.13,0.072,0.1727,0.792,1194.68,1018.92,24.72,0,-15.78,0.293,-20.411,-0.0036,1
1176.03,2132.5,1069.9,0.095,0.1679,0.984,1435,1315.67,23.19,0.0002,-1.44,0.4415,-15.563,-0.017,1
1188.05,1661.5,876.83,0.074,0.1362,0.646,1473.29,1597.57,21.13,0.0002,-4.91,0.5271,-13.457,-0.0104,1
1928.87,1842,490.16,0.082,0.1427,1.002,1943.08,1883.17,27.52,0.0003,-12.15,0.3079,-22.61,-0.0535,1
1967.7,446,37.12,0.02,0.1071,1.14,906.92,1171.14,23.01,0.0001,-15.53,0.7776,-20.705,0.0106,1
2629.91,3594,738.56,0.161,0.167,0.674,2349.01,1613.59,26.94,0.0002,-20.32,0.2654,-20.755,0.0041,1
847.61,276.5,137.1,0.012,0.1434,1.184,625.69,1020.48,22.47,0,-5.96,0.639,-18.756,0.0219,1
2718.8,4007.5,773.16,0.179,0.1161,0.547,2559.12,1786.14,26.73,0.0003,-21.87,0.3082,-19.96,0.0203,1
1857.55,1898,1002.77,0.085,0.1503,0.71,1663.99,1488.3,24.8,0.0001,-3.24,0.368,-14.757,0.0081,1
2526.29,3616.5,1094.47,0.161,0.1003,1.054,2541.68,1774.62,25.67,0.0009,-11.81,0.3612,-22.848,-0.0067,1
2578.5,4120.5,1135.78,0.184,0.1126,0.735,2527.92,1599.14,25.32,0.0007,-24.72,0.3414,-22.301,0.0059,1
2425.85,3102.5,351.67,0.138,0.1004,0.895,2220.52,1723.18,27.5,0.0003,-23.5,0.2676,-20.183,0.0157,1
2746.5,3983,1036.29,0.177,0.1312,0.791,2624.59,1762.35,26.62,0.0005,-21.64,0.2708,-21.402,-0.0249,1
2531.88,3271.5,645.04,0.145,0.1723,0.96,2153.05,1665.77,25.85,0.0004,-20.14,0.2919,-19.328,-0.0203,1
2084.47,2103,1285.93,0.094,0.0567,0.785,1747.99,1478.77,24.49,0.0001,-4.38,0.4017,-14.284,-0.0006,1
828.41,1219.5,144.86,0.055,0.1768,0.94,984.87,1211.42,23.55,0.0001,-4.38,0.3658,-12.695,-0.0016,1
1454.43,2303,640.54,0.101,0.1602,0.872,1659.07,1368.21,25.8,0.0004,-10.32,0.3874,-17.061,0.0173,1
1594.76,2724.5,552.48,0.121,0.2049,0.871,1842.99,1555.17,25.57,0.0008,-12.63,0.2512,-19.417,-0.0197,1
2470.2,4037.5,1120.09,0.181,0.1187,0.702,2616.56,1778.25,25.15,0.0008,-24.67,0.3548,-25.734,-0.0067,1
1596.05,2784.5,430.52,0.124,0.2153,0.772,1817.04,1311.87,26.37,0.0001,-8.89,0.2897,-26.344,-0.0024,1
2287.04,3306,909.57,0.148,0.0967,1.049,2263.37,1560.34,25.88,0.0004,-23.98,0.3553,-21.182,0.0131,1
1545.57,2229,775.99,0.1,0.1342,0.887,1517.91,1201.62,23.87,0.0001,-10.27,0.3998,-18.826,0.0269,1
1789.75,2195,930.96,0.098,0.2229,0.904,1693.7,1594.65,25.5,0.0001,-6.06,0.3347,-16.937,0.0114,1
1654.06,2805,576.54,0.124,0.112,0.75,1876.92,1650.62,24.05,0.0014,-11.59,0.3781,-18.745,-0.0251,1
2852.55,9045.5,711.64,0.403,0.0632,1.683,3704.25,2625.69,25.17,0.0017,-15.89,0.3212,-20.365,-0.0061,1
1294.2,1487.5,196.84,0.066,0.1673,0.869,1396.42,1433.88,25.5,0.0001,-17.87,0.2685,-22.878,-0.0097,1
2213.2,4463,961.77,0.2,0.1144,0.824,2467.13,1687.05,22.16,0.0136,-18.2,0.4423,-21.915,0.0047,1
1448.85,1463.5,852.25,0.065,0.1141,0.741,1451.58,1363.42,25.13,0.0002,-1.58,0.3801,-14.127,-0.0215,1
1315.78,1169.5,595.1,0.052,0.1686,0.706,1311.66,1309.94,25.85,0.0004,-3.65,0.3089,-16.552,-0.0428,1
2510.75,2088.5,1210.47,0.093,0.1189,1.025,1817.05,1497.49,23.55,0.0003,-3.05,0.4231,-16.087,0.013,1
1383.53,1795,689.11,0.08,0.1151,0.727,1458.26,1321.64,26.3,0.0003,-12.31,0.2963,-14.334,-0.0141,1
1442.65,1662,718.54,0.073,0.1748,1.038,1488.11,1484.85,23.21,0.0006,-3.09,0.4162,-12.697,-0.0237,1
1396.66,1746.5,843.31,0.078,0.1688,0.696,1508.55,1347.7,23.18,0.0003,-3.06,0.4243,-17.938,0.0125,1
1368.86,1596.5,394.21,0.071,0.2527,0.81,1316.42,1173.33,27.48,0.0001,-9.42,0.2509,-27.879,0.038,1
2650.2,3219.5,336.27,0.144,0.1483,0.961,2299.72,1863.87,25.72,0.0007,-20.85,0.2998,-19.702,-0.0068,1
1759.9,2339.5,847.22,0.104,0.1088,0.726,1936.81,1734.22,24.04,0.0005,-4.72,0.3444,-17.326,-0.0016,1
2119.53,2115,1116.24,0.095,0.1751,0.736,1871.74,1610.58,23.94,0.0001,-3.51,0.4124,-16.887,0.0051,1
2034.5,2820.5,477.69,0.126,0.1954,1.024,1861.03,1393.95,26.85,0.0002,-16.45,0.2841,-20.677,0.0374,1
1537.93,1302.5,156.93,0.058,0.1382,0.75,1413.19,1539.93,27.52,0.0002,-17.68,0.2621,-17.173,0.0285,1
1858.25,2700,162.17,0.121,0.1529,0.667,2006.51,1709.35,25.26,0.0003,-9.19,0.3663,-16.841,-0.001,1
847.72,586,117.88,0.026,0.1526,0.837,837.56,1141.22,23.72,0.0001,0.49,0.3718,-11.225,-0.0175,1
2522.1,3604,172.97,0.159,0.1663,0.687,2437.6,1677.76,26.27,0.0004,-23.85,0.2846,-21.437,0.0011,1
2029.84,2620.5,358.44,0.117,0.1306,0.75,1745.85,1426.8,26.31,0.0001,-20.09,0.3552,-18.434,-0.0257,1
2120.28,2427.5,1292.81,0.109,0.1343,0.88,1897.5,1518.28,24.23,0.0001,-5.29,0.3972,-17.747,-0.0134,1
1567.68,2404.5,800.52,0.108,0.2657,0.892,1582.74,1387.5,26.43,0.0001,-9.48,0.2827,-25.17,-0.0174,1
306.55,7,218.07,0,0.4573,1,257.39,680.05,25.03,0,-4.51,0.6015,-18.187,-0.0203,1
2096.52,2833,784,0.127,0.1335,0.767,2007.44,1634.2,27.41,0.0003,-23.22,0.3036,-21.406,-0.0142,1
1296.89,1084,905.5,0.048,0.1192,0.846,1283.03,1441.76,23.39,0.0001,-5.51,0.4021,-15.646,-0.0034,1
2364.99,3812.5,871.27,0.171,0.1482,0.852,2324.5,1597.81,26.12,0.0003,-20.91,0.3241,-20.102,-0.0021,1
2085.17,3240.5,1016.02,0.145,0.1334,0.535,2414.27,1831.74,24.55,0.0012,-19.66,0.3296,-24.016,0.0088,1
1534.25,1961,1014.5,0.088,0.228,0.778,1536.66,1523.59,26.91,0.0001,-5.85,0.2761,-14.695,0.0049,1
2204.75,2738,95.91,0.123,0.0967,0.572,2088.19,1641.81,26.49,0.0003,-22.92,0.3135,-20.101,-0.0261,1
2954.33,4074.5,1302.14,0.183,0.0577,0.821,2541.89,1573.88,26.74,0.0002,-26.26,0.2924,-19.554,-0.0102,1
1845.96,1535.5,117.01,0.068,0.1387,0.597,1562.37,1567.06,26.01,0.0003,-22.14,0.2496,-18.346,0.0448,1
1547.8,1674,441.48,0.074,0.1502,0.532,1465.92,1291.82,26.54,0.0004,-22.11,0.3174,-22.055,0.0123,1
2512.07,2888.5,196.11,0.129,0.1406,0.66,2096.31,1574.56,27.4,0.0003,-19.66,0.2868,-19.537,0.0062,1
2125.04,2126,1139.29,0.095,0.1625,0.864,1761.53,1559.14,24.24,0.0002,-3.95,0.396,-16.123,0.0115,1
2835.04,3154,918.58,0.139,0.1482,0.698,2217.5,1647.31,25.67,0.0009,-19.88,0.3368,-22.627,-0.0157,1
1563.89,2172,546.42,0.097,0.1467,1.078,1670.36,1560.78,23.14,0.001,-8.88,0.4045,-17.493,-0.0133,1
2432.66,3112,700.45,0.138,0.1623,0.678,2201.2,1595.91,27.7,0.0008,-21.26,0.2537,-20.285,0.0465,1
2111.65,4399,634.19,0.197,0.1444,0.743,2482.6,1759.55,24.81,0.0002,-12.37,0.3714,-18.836,-0.0078,1
1031.99,1490,643.25,0.067,0.2434,0.798,1206.27,1165.03,24.72,0.0001,-10.76,0.3088,-17.992,-0.0118,1
2517.27,2291,1356.25,0.102,0.1823,0.786,1914.97,1582.39,23.69,0.0002,-0.88,0.3871,-16.732,0.014,1
3224.76,4499,807.38,0.202,0.1243,0.863,2815.69,1792.83,27.11,0.0002,-21.32,0.3112,-20.63,0.0034,1
1946.26,2186,1007.41,0.098,0.1827,0.941,1790.21,1538.95,26.09,0.0003,-6.87,0.3369,-16.44,-0.0445,1
2317.75,3217.5,412.13,0.144,0.1442,0.778,2235.21,1570.02,26.88,0.0006,-21.04,0.2765,-22.095,-0.0329,1
1030.02,1182.5,678.86,0.053,0.2248,0.848,1051.66,1313.2,23.77,0.0005,-0.11,0.3997,-10.297,-0.0269,1
2315.54,2915.5,1134.72,0.13,0.133,0.82,2209.12,1609.54,24.56,0.0003,-11.7,0.3578,-23.162,0.0042,1
1458.32,1498.5,507.98,0.067,0.1441,0.543,1393.44,1370.73,25.94,0.0002,-18.65,0.2821,-19.666,-0.0159,1
606.37,129,197.09,0.006,0.239,1.09,467.74,954.44,22.22,0.0001,-6.62,0.7277,-16.238,0.0051,1
2005.89,2173.5,860.54,0.097,0.1592,0.824,1886.08,1642.94,23.41,0.0002,-0.97,0.4277,-17.83,0.0395,1
1918.75,2428.5,1017.37,0.108,0.074,0.922,1883.36,1513.39,26.16,0.0015,-22.71,0.2984,-21.232,0.0073,1
